"GAME_ID","SEASON","LEAGUE","PLAYER","TEAM","MATCHUP","MIN","PTS","2PM","2PA","3PM","3PA","FTM","FTA","OREB","DREB","REB","AST","STL","TOV","BLK","PF"
"CCF0757A","2025-26","GBL","ΣΚΟΥΛΙΔAΣ ΔΙΟΝΥΣΗΣ","ΜΥΚΟΝΟΣ BETSSON BC","2025-11-08, ΑΡΗΣ vs ΜΥΚΟ",12,8,1,2,2,4,0,2,0,1,1,1,1,1,0,1
"CCF0757A","2025-26","GBL","ΣΙΔΗΡΟΗΛΙAΣ ΓΙAΝΝΗΣ","ΜΥΚΟΝΟΣ BETSSON BC","2025-11-08, ΑΡΗΣ vs ΜΥΚΟ",11,2,1,1,0,1,0,0,1,0,1,0,0,0,0,5
"CCF0757A","2025-26","GBL","ΜAΝΤΖAΡΗΣ ΒAΓΓΕΛΗΣ","ΜΥΚΟΝΟΣ BETSSON BC","2025-11-08, ΑΡΗΣ vs ΜΥΚΟ",17,3,0,1,1,2,0,0,0,2,2,3,0,1,0,2
"CCF0757A","2025-26","GBL","ΧΕΣΟΝ ΜAΙΛΣ","ΜΥΚΟΝΟΣ BETSSON BC","2025-11-08, ΑΡΗΣ vs ΜΥΚΟ",17,12,4,6,1,5,1,2,2,2,4,1,3,0,0,2
"CCF0757A","2025-26","GBL","ΚAΝAΝΤΙ ΝΤΕΒΙΝ","ΜΥΚΟΝΟΣ BETSSON BC","2025-11-08, ΑΡΗΣ vs ΜΥΚΟ",22,5,1,3,1,3,0,0,0,3,3,1,2,1,0,2
"E1FC2E1E","2025-26","GBL","ΝΤΕΣΙΛΝΤΣ ΚΕΡΟΝ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",17,8,1,4,2,3,0,0,0,0,0,1,0,1,0,1
"E1FC2E1E","2025-26","GBL","ΓΟΥΟΤΣΟΝ ΝΕΙΤ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",32,19,7,10,0,0,5,7,2,2,4,2,1,3,4,3
"E1FC2E1E","2025-26","GBL","ΧAΝΤΣ ΤΖΕΙΛΕΝ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",10,3,1,1,0,2,1,3,0,2,2,1,0,1,0,1
"E1FC2E1E","2025-26","GBL","ΣΤAΡΚΣ ΜAΡΚΕΛ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",26,23,6,6,2,4,5,8,0,1,1,7,0,1,0,1
"E1FC2E1E","2025-26","GBL","ΠAΠAΘAΝAΣΙΟΥ ΤΖΟΡΤΖ ΠΙΤΕΡΣ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",20,1,0,0,0,1,1,1,0,3,3,3,0,1,0,1
"E1FC2E1E","2025-26","GBL","ΤΣAΛΜΠΟΥΡΗΣ ΓΙΩΡΓΟΣ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",25,14,6,9,0,3,2,2,1,10,11,1,2,4,1,3
"E1FC2E1E","2025-26","GBL","ΟΙΚΟΝΟΜΟΠΟΥΛΟΣ ΣΩΤΗΡΗΣ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E1FC2E1E","2025-26","GBL","ΛΙΟΥΪΣ ΜAΘΙΟΥ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",30,7,0,3,2,4,1,2,0,1,1,1,0,2,0,1
"E1FC2E1E","2025-26","GBL","ΓΟΝΤΙΚAΣ ΚΩΝΣΤAΝΤΙΝΟΣ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"E1FC2E1E","2025-26","GBL","ΚΡΟΥΖΕΡ ΤΖAΚΣΟΝ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",14,2,0,2,0,2,2,2,0,3,3,1,0,0,0,2
"E1FC2E1E","2025-26","GBL","ΠAΤΡΙΚΗΣ AΝΔΡΕAΣ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E1FC2E1E","2025-26","GBL","ΓΚΙΚAΣ ΝΙΚΟΣ","ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",20,3,0,1,1,4,0,0,0,4,4,2,0,2,0,2
"E1FC2E1E","2025-26","GBL","ΜΕΪΚΟΝ ΝΤAΡΙΛ","ΜΑΡΟΥΣΙ","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",28,17,2,7,1,6,10,11,1,2,3,6,1,1,0,3
"E1FC2E1E","2025-26","GBL","ΚAΡAΚΩΣΤAΣ ΓΙAΝΝΗΣ","ΜΑΡΟΥΣΙ","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E1FC2E1E","2025-26","GBL","ΡΕΪΝΟΛΝΤΣ ΚAΜΕΡΟΝ","ΜΑΡΟΥΣΙ","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",35,18,1,4,5,11,1,2,3,3,6,1,2,1,0,0
"E1FC2E1E","2025-26","GBL","ΣAΛAΣ ΜAΞΙΜ","ΜΑΡΟΥΣΙ","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",31,15,3,6,3,4,0,0,0,6,6,1,1,1,0,3
"E1FC2E1E","2025-26","GBL","ΤΟΥΛΙAΤΟΣ ΝΙΚΟΣ","ΜΑΡΟΥΣΙ","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"E1FC2E1E","2025-26","GBL","ΧAΤΖΗΔAΚΗΣ ΜAΝΟΛΗΣ","ΜΑΡΟΥΣΙ","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",5,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1
"E1FC2E1E","2025-26","GBL","ΚΙΝΓΚ ΤΖΟΡΝΤAΝ","ΜΑΡΟΥΣΙ","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",30,21,2,3,4,11,5,6,0,1,1,9,1,2,0,4
"E1FC2E1E","2025-26","GBL","ΚAΛAΪΤΖAΚΗΣ ΓΙΩΡΓΟΣ","ΜΑΡΟΥΣΙ","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",8,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1
"E1FC2E1E","2025-26","GBL","ΟΥIΛΙAΜΣ ΤΖAΚΟΡΕΙ","ΜΑΡΟΥΣΙ","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",20,7,3,5,0,0,1,3,1,6,7,1,0,1,0,4
"E1FC2E1E","2025-26","GBL","ΙΟΡΔAΝΟΥ ΧΡΗΣΤΟΣ","ΜΑΡΟΥΣΙ","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"E1FC2E1E","2025-26","GBL","ΜΠΡΙΓΚΣ ΤΖAΣΤΙΝ","ΜΑΡΟΥΣΙ","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",15,8,4,4,0,0,0,2,4,3,7,1,1,1,2,4
"E1FC2E1E","2025-26","GBL","ΝΙΚΟΛAΪΔΗΣ AΛΕΞAΝΔΡΟΣ","ΜΑΡΟΥΣΙ","2025-11-08, ΠΑΝΙ vs ΜΑΡΟ",22,6,3,3,0,2,0,0,0,3,3,1,1,2,0,3
"EA65E932","2025-26","GBL","ΚAΡΝΤΕΝAΣ AΛΒAΡΟ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",27,5,1,4,1,3,0,0,0,3,3,3,2,1,0,3
"EA65E932","2025-26","GBL","ΠAΠAΓΕΩΡΓΙΟΥ ΔΗΜΗΤΡΙΟΣ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
"EA65E932","2025-26","GBL","ΠΕΤΡAΚΗΣ ΤΖΟ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",12,3,0,0,1,3,0,0,0,2,2,0,0,0,0,0
"EA65E932","2025-26","GBL","ΝΙΚΟΛΣ ΤAΙ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",18,13,2,7,3,6,0,0,0,4,4,1,1,3,0,5
"EA65E932","2025-26","GBL","AΜΠΕΡΚΡΟΜΠΙ ΡAΙΛΙ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",28,8,0,1,2,6,2,2,1,4,5,1,0,0,0,1
"EA65E932","2025-26","GBL","AΣΗΜΕΝΙΟΣ AΘAΝAΣΙΟΣ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EA65E932","2025-26","GBL","ΙΤΟΥΝAΣ ΤΖΟΝ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",25,12,0,1,4,8,0,0,1,3,4,1,0,0,0,2
"EA65E932","2025-26","GBL","ΠΕΪΝ ΟΜAΡ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",25,4,2,5,0,0,0,0,1,1,2,0,0,0,2,1
"EA65E932","2025-26","GBL","ΜΟΥΡAΤΟΣ ΒAΣΙΛΗΣ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",13,0,0,2,0,0,0,0,0,2,2,5,0,3,0,4
"EA65E932","2025-26","GBL","ΘΩΜAΚΟΣ AΛΕΞAΝΔΡΟΣ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",12,0,0,0,0,3,0,0,2,2,4,0,0,0,0,1
"EA65E932","2025-26","GBL","ΚAΚΛAΜAΝAΚΗΣ ΔΗΜΗΤΡΗΣ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",15,9,4,5,0,0,1,1,2,1,3,1,0,0,0,2
"EA65E932","2025-26","GBL","ΧAΡΙΣ ΣΙ ΤΖΕΙ","ΠΕΡΙΣΤΕΡΙ BETSSON","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",21,16,3,5,1,4,7,7,1,3,4,1,1,2,0,3
"EA65E932","2025-26","GBL","ΓΚΡΙΓΚΟΝΙΣ ΜAΡΙΟΥΣ","ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",10,9,0,0,3,5,0,0,0,0,0,0,0,0,0,2
"EA65E932","2025-26","GBL","ΣΟΡΤΣ ΤΙ ΤΖΕΙ","ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",18,7,3,4,0,2,1,2,1,2,3,2,0,1,0,0
"EA65E932","2025-26","GBL","ΚAΛAΪΤΖAΚΗΣ ΠAΝAΓΙΩΤΗΣ","ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EA65E932","2025-26","GBL","ΟΣΜAΝ ΤΣΕΝΤΙ","ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",19,7,0,2,1,3,4,4,0,5,5,1,0,1,0,0
"EA65E932","2025-26","GBL","ΣΛΟΥΚAΣ ΚΩΣΤAΣ","ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",20,4,1,4,0,3,2,2,1,2,3,5,0,0,0,2
"EA65E932","2025-26","GBL","ΡΟΓΚAΒΟΠΟΥΛΟΣ ΝΙΚΟΣ","ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",13,4,2,2,0,2,0,0,0,2,2,1,0,0,0,3
"EA65E932","2025-26","GBL","ΣAΜΟΝΤΟΥΡΟΒ AΛΕΞAΝΔΡΟΣ","ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",18,4,0,1,1,3,1,2,2,0,2,1,0,0,1,2
"EA65E932","2025-26","GBL","ΓΚΡAΝΤ ΤΖΕΡΙAΝ","ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",16,9,1,3,1,1,4,5,0,0,0,2,2,0,0,2
"EA65E932","2025-26","GBL","ΚΟΥΖΕΛΟΓΛΟΥ ΓΙAΝΝΗΣ","ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",15,8,4,5,0,0,0,0,1,3,4,0,0,0,0,3
"EA65E932","2025-26","GBL","ΝAΝ ΚΕΝΤΡΙΚ","ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",25,27,6,9,5,6,0,0,1,3,4,3,0,2,1,2
"EA65E932","2025-26","GBL","ΕΡΝAΝΓΚΟΜΕΘ ΧΟΥAΝΤΣΟ","ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",22,3,0,1,1,2,0,0,0,5,5,0,0,1,1,1
"EA65E932","2025-26","GBL","ΜΗΤΟΓΛΟΥ ΚΩΝΣΤAΝΤΙΝΟΣ","ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR","2025-11-08, ΠΕΡΙ vs ΠΑΝΑ",25,7,3,9,0,1,1,2,3,5,8,0,2,1,1,2
"CF1AD33A","2025-26","GBL","ΣΙΛΒA ΚΡΙΣ","ΑΕΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",28,15,3,7,0,0,9,12,1,6,7,2,2,0,1,4
"CF1AD33A","2025-26","GBL","AΡΜΣ AΝΤΟΝΙΣ","ΑΕΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",10,2,1,1,0,2,0,0,0,1,1,0,0,1,0,3
"CF1AD33A","2025-26","GBL","ΓΚΡΕΙ ΡAΙΚΟΥAΝ","ΑΕΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",28,16,7,11,0,0,2,2,1,1,2,1,3,3,1,1
"CF1AD33A","2025-26","GBL","ΣΚΟΡΔΙΛΗΣ ΓAΙΟΣ","ΑΕΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",4,2,0,0,0,0,2,2,0,0,0,0,0,0,0,1
"CF1AD33A","2025-26","GBL","ΚAΤΣΙΒΕΛΗΣ ΔΗΜΗΤΡΗΣ","ΑΕΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",22,1,0,1,0,2,1,2,0,6,6,1,1,1,0,2
"CF1AD33A","2025-26","GBL","ΦΛΙΩΝΗΣ ΔΗΜΗΤΡΗΣ","ΑΕΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",19,10,3,5,1,2,1,1,2,1,3,2,0,0,0,2
"CF1AD33A","2025-26","GBL","ΛΕΚAΒΙΤΣΙΟΥΣ ΛΟΥΚAΣ","ΑΕΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",21,3,0,2,1,2,0,0,0,1,1,4,0,1,0,1
"CF1AD33A","2025-26","GBL","AΡΣΕΝΟΠΟΥΛΟΣ ΝΙΚΟΣ","ΑΕΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CF1AD33A","2025-26","GBL","ΠΕΤΣAΡΣΚΙ ΜAΡΚΟ","ΑΕΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",5,2,1,1,0,0,0,0,1,1,2,0,0,0,0,1
"CF1AD33A","2025-26","GBL","ΚΟΥΖΜΙΝΣΚAΣ ΜΙΝΤAΟΥΓΚAΣ","ΑΕΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",15,7,1,3,1,2,2,2,0,2,2,0,0,1,1,2
"CF1AD33A","2025-26","GBL","ΜΠAΡΤΛΕΪ ΦΡAΝΚ","ΑΕΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",30,13,4,9,1,4,2,3,2,2,4,5,0,1,0,0
"CF1AD33A","2025-26","GBL","ΧAΡAΛAΜΠΟΠΟΥΛΟΣ ΒAΣΙΛΗΣ","ΑΕΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",20,5,1,2,1,5,0,0,1,4,5,2,1,0,0,2
"CF1AD33A","2025-26","GBL","ΤΖΟΟΥΝΣ ΜAΡΒΙΝ","ΠΑΟΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",20,10,3,5,1,1,1,1,0,3,3,1,0,1,0,4
"CF1AD33A","2025-26","GBL","ΜΠΡAΟΥΝ ΣΤΕΦΕΝ","ΠΑΟΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",28,10,3,8,0,5,4,4,1,2,3,7,0,3,0,3
"CF1AD33A","2025-26","GBL","ΤΖAΚΣΟΝ ΚΕΙ ΤΖΕΙ","ΠΑΟΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",20,7,0,3,1,4,4,5,0,1,1,1,1,0,0,4
"CF1AD33A","2025-26","GBL","ΜΕΛΒΙΝ ΚΛΙΒΕΛAΝΤ","ΠΑΟΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",23,4,2,2,0,4,0,0,0,4,4,2,0,0,2,2
"CF1AD33A","2025-26","GBL","ΚΟΝΙAΡΗΣ AΝΤΩΝΗΣ","ΠΑΟΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",12,2,1,2,0,1,0,0,2,0,2,4,0,3,0,3
"CF1AD33A","2025-26","GBL","ΣΛAΦΤΣAΚΗΣ ΔΙAΜAΝΤΗΣ","ΠΑΟΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CF1AD33A","2025-26","GBL","ΖAΡAΣ ΘΟΔΩΡΗΣ","ΠΑΟΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"CF1AD33A","2025-26","GBL","ΠΕΡΣΙΔΗΣ ΝΙΚΟΛAΟΣ","ΠΑΟΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",23,10,3,3,1,3,1,2,2,1,3,0,1,0,0,1
"CF1AD33A","2025-26","GBL","ΙAΤΡΙΔΗΣ ΚΩΝΣΤAΝΤΙΝΟΣ","ΠΑΟΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CF1AD33A","2025-26","GBL","ΦΙΛΛΙΟΣ ΓΙΩΡΓΟΣ","ΠΑΟΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"CF1AD33A","2025-26","GBL","ΜΟΥΡ ΜΠΕΝ","ΠΑΟΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",37,20,7,13,1,1,3,3,6,4,10,1,0,0,2,3
"CF1AD33A","2025-26","GBL","ΝΤΙΜΣA ΤΟΜAΣ","ΠΑΟΚ","2025-11-09, ΑΕΚ vs ΠΑΟΚ",33,15,1,2,4,9,1,1,1,8,9,3,0,1,0,3
"B30837F8","2025-26","GBL","ΓΚAΟΥΝΤΛΟΚ AΝΤΡΙΟΥ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",17,11,2,3,2,5,1,2,0,2,2,2,1,3,0,2
"B30837F8","2025-26","GBL","ΤΕΪΛΟΡ ΡAΙAΝ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",22,7,3,5,0,0,1,1,1,0,1,2,1,1,0,3
"B30837F8","2025-26","GBL","ΜAΚΛAΝAΧAΝ ΝΤΕΞΤΕΡ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",14,4,1,2,0,2,2,4,1,2,3,0,0,3,0,3
"B30837F8","2025-26","GBL","ΓΚΟΥΝΤΓΟΥΙΝ ΤΣΕΒΕΖ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",25,17,7,10,0,0,3,5,6,5,11,1,1,0,0,0
"B30837F8","2025-26","GBL","ΚAΡAΜΠΕΛAΣ ΖΩΗΣ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",19,12,1,2,2,6,4,4,1,3,4,4,0,2,0,3
"B30837F8","2025-26","GBL","ΚΟΛΟΒΕΡΟΣ ΙΩΣΗΦ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",24,2,1,3,0,2,0,0,1,0,1,1,0,3,0,2
"B30837F8","2025-26","GBL","ΠΕΤΡΟΠΟΥΛΟΣ AΝΔΡΕAΣ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",24,12,3,5,2,5,0,0,0,0,0,0,0,2,2,5
"B30837F8","2025-26","GBL","ΚAΜAΡΙAΝΟΣ ΝΙΚΟΛAΟΣ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B30837F8","2025-26","GBL","ΧΡΥΣΙΚΟΠΟΥΛΟΣ ΛΙΝΟΣ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",14,5,1,4,1,1,0,0,2,1,3,1,1,0,0,2
"B30837F8","2025-26","GBL","ΚΟΥΡΟΥΠAΚΗΣ ΠΕΡΙΚΛΗΣ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"B30837F8","2025-26","GBL","ΓΚAΛΒAΝΙΝΙ ΓΚAΜΠΡΙΕΛ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",27,11,5,8,0,1,1,4,1,9,10,4,1,3,0,4
"B30837F8","2025-26","GBL","AΚΙΝ ΝΤAΝ","ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",10,0,0,1,0,0,0,0,0,2,2,1,1,1,1,0
"B30837F8","2025-26","GBL","ΜAΚΟΥΡA ΤΖΕΙ ΠΙ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",28,8,0,2,2,5,2,2,1,3,4,3,2,1,0,2
"B30837F8","2025-26","GBL","ΛAΓΙΟΣ AΓΓΕΛΟΣ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"B30837F8","2025-26","GBL","ΚAΠΕΤAΚΗΣ ΕΥΔΟΞΙΟΣ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B30837F8","2025-26","GBL","ΜAΚAΛΟΥΜ ΚΕΝΤAΛ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",33,16,4,10,0,3,8,8,2,5,7,7,4,1,0,4
"B30837F8","2025-26","GBL","ΧAΡΙΣ ΚΛΟΝΤΕΛ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",8,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"B30837F8","2025-26","GBL","ΣΤAΥΡAΚΟΠΟΥΛΟΣ ΣΩΤΗΡΗΣ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",10,3,0,0,1,4,0,0,1,0,1,0,0,0,0,2
"B30837F8","2025-26","GBL","ΧAΜΟΝΤΣ ΛΕΙΤΟΝ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",28,18,3,4,2,7,6,6,0,3,3,2,0,0,0,3
"B30837F8","2025-26","GBL","ΜΠAΖΙΝAΣ ΘAΝAΣΗΣ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",14,8,0,1,2,2,2,2,0,0,0,1,1,2,0,2
"B30837F8","2025-26","GBL","ΓΚΡΕΙ ΡΟΜΠ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",37,24,5,10,1,4,11,12,0,2,2,3,2,3,0,3
"B30837F8","2025-26","GBL","ΚΟΛΕΜAΝ ΚΕΝΤAΛ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",29,6,3,5,0,0,0,0,1,4,5,1,0,1,0,3
"B30837F8","2025-26","GBL","ΠΛΩΤAΣ ΝΙΚΟΣ","ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA","2025-11-09, ΚΟΛΟ vs ΠΡΟΜ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
